customer_id,income,loan_amount,credit_score,employment_years,debt_ratio,risk_level
88,102882.4712761777,9184.663358511687,807,1,0.21022300212270947,High Risk
89,135337.65653492245,49567.26268071185,775,5,0.5430908860646726,Medium Risk
90,81387.9402710534,12351.913367788726,596,4,0.5671520570837452,Low Risk
91,35547.25197197922,47193.85693262116,463,27,0.5582102722660331,Medium Risk
92,112721.82233898935,32832.68580062606,784,4,0.41770717843095495,High Risk
93,118902.05632019667,30779.102949064098,371,17,0.4149103272173539,High Risk
94,92966.0356840345,26121.737039808922,537,25,0.30160531659191137,High Risk
95,120225.73339409292,12302.820774170175,403,19,0.476198941151894,High Risk
96,84193.4275273708,9649.873568269904,509,26,0.365647009175466,Low Risk
97,87955.26781965923,11803.824244438592,767,11,0.43871903561414727,Medium Risk
98,75580.33238661145,10135.474845068471,753,6,0.3142289519243977,Low Risk
99,23304.486476732374,39199.63920477091,567,2,0.46574823202156956,Low Risk
100,34025.88550912958,18156.137699169776,685,9,0.5122357588022746,Low Risk
101,24085.79413927545,3834.291151606422,686,33,0.17321812830140806,High Risk
102,102733.35346429145,48486.028876899756,558,24,0.516464857787114,High Risk
103,60866.27753992247,44305.50836320786,582,34,0.3701482658951536,High Risk
104,86114.18985141136,46459.86187656543,339,15,0.5223329545451122,Medium Risk
105,137983.64161039208,49750.48330967533,785,1,0.31565085317050734,High Risk
106,52407.98978935374,9520.867211754878,519,23,0.28952024269151755,Medium Risk
107,73349.77999463186,20415.858926230278,428,9,0.5575303662586112,High Risk
108,118221.64801059633,38153.68530950048,819,37,0.22558463377420065,High Risk
109,49743.76151391092,35105.01028463582,559,21,0.5221061626430715,Low Risk
110,30007.388277743088,8540.899410652899,665,25,0.3420102862547021,Low Risk
111,57667.68887878984,40975.82312454027,843,38,0.3570477212756299,Low Risk
112,40958.767343020576,11997.588019996372,823,26,0.25423414074474204,Medium Risk
113,140860.6948045345,11967.06312630853,315,28,0.3865211003095078,Medium Risk
114,125055.6493433742,27311.746721777265,428,37,0.2626055981381057,High Risk
115,102342.48834635505,30054.056807243454,408,19,0.11963470712082616,Medium Risk
116,133289.8767244033,29424.224184052746,832,26,0.23599930267217803,High Risk
117,124477.36999688488,5482.855032489989,568,19,0.10318952170329534,Medium Risk
118,44254.10765518466,43995.58226888864,461,18,0.5891773935284284,Medium Risk
119,136032.6698036971,14014.402086846598,559,19,0.5828736049098737,Medium Risk
120,90114.4914490346,7346.231142857405,401,34,0.29757764873615256,Low Risk
121,124967.22017132812,44548.65591357988,805,1,0.46418542716982303,Medium Risk
122,136491.86899005412,47826.923413257915,546,29,0.27290304920521247,Low Risk
123,61340.4517463423,43244.25324600708,836,33,0.43554657854298806,Low Risk
124,34306.75018859798,40666.287661519025,430,21,0.5027150215229895,Medium Risk
125,49631.571130452416,33106.857051312065,652,2,0.5733781223461204,High Risk
126,75524.01252141333,27992.011159847825,495,5,0.300106137924836,High Risk
127,126341.91956992411,5262.351235659096,681,14,0.4916489914780239,High Risk
128,131894.97582332464,21014.207440464237,526,26,0.2329642253160594,Medium Risk
129,20903.77696905479,19261.737333603385,775,9,0.5951661518968242,High Risk
130,86397.14933508355,13727.935404255984,776,8,0.11288479938217558,Low Risk
131,74263.43040934126,36447.58557074066,564,32,0.4017644032505605,High Risk
132,48874.015361194935,25297.91101885977,671,31,0.42975299082566354,Medium Risk
133,35582.49775337876,4971.264579474749,785,5,0.4440227785370644,High Risk
134,63889.97228247164,11788.976895540756,733,35,0.1601937893945445,Low Risk
135,142578.2615086275,34479.6794193202,510,1,0.5692648917365652,Medium Risk
136,62016.38116269818,4730.412115024709,676,28,0.1905916395250414,High Risk
137,87442.7808266376,42709.13878838967,694,3,0.41137670161992057,Medium Risk
138,111392.46465637312,25262.179823684743,749,0,0.21133803956154248,Medium Risk
139,67271.84830930822,24548.742289005753,663,18,0.2536082085106355,Medium Risk
140,146331.67075372487,30027.98144831636,756,25,0.3732292708640622,High Risk
141,145118.14834247448,41409.36733033231,525,24,0.3085967092822882,Medium Risk
142,52731.698457297345,18042.65118720746,430,9,0.18011280048825315,High Risk
143,84642.3057660101,34222.791475394115,775,14,0.18546820121042415,Low Risk
144,59114.18027618006,28720.86623579376,576,21,0.30907239408139986,High Risk
145,57029.26426907079,14084.385238301646,455,20,0.4786414891377504,Low Risk
146,24795.303156089263,44052.86933140274,517,21,0.5489823234238943,High Risk
147,99243.36341738659,40073.875058739475,489,35,0.14206383112969143,Medium Risk
148,85348.273019752,33264.139898262845,716,33,0.29655195377970056,High Risk
149,26692.237662498614,42678.50472561785,845,29,0.15012278186143832,Medium Risk
150,56224.04035075949,43497.415847030315,340,24,0.10829624031629895,Low Risk
151,138074.56517566496,35709.7858590367,606,27,0.43085934132197834,High Risk
152,51143.04578670641,42013.65308981993,637,0,0.40122472098329387,Medium Risk
153,38836.333371859,35176.1016217949,613,3,0.1815095569074431,Low Risk
154,83628.8588360832,34326.89781625472,374,6,0.21690641654653206,Low Risk
155,148134.5590343781,31311.95753254403,578,8,0.1118538768222592,High Risk
156,51467.18529649505,37883.115338324424,475,35,0.5174736028472019,Low Risk
157,107377.62116276422,8771.650159360612,572,18,0.5873452980242757,Medium Risk
158,119010.54999273329,44162.66720074749,588,0,0.1677297683973454,Low Risk
159,50892.880719011955,43720.33285951637,571,9,0.21573760688264906,Low Risk
160,114668.12531954175,2433.116868693398,365,35,0.534204761973467,Medium Risk
161,67811.80725350292,41465.02077767337,782,8,0.5632318989780924,Low Risk
162,102199.75797716533,7314.6235061988145,547,31,0.3098136914034052,Low Risk
163,102358.86239891632,17420.823858697953,455,31,0.12531123613453707,Low Risk
164,89650.7089297186,37431.90455828878,346,5,0.1196959168464097,Low Risk
165,31737.670107073078,8877.234906367103,753,37,0.38697493303450525,Medium Risk
166,128589.32442660094,41080.384181834044,500,16,0.29644755444658955,Low Risk
167,61701.40844632566,41774.574719929355,423,9,0.11432621378882726,Medium Risk
168,44247.40635198105,25865.918954280973,300,26,0.39162619615627836,Low Risk
169,25300.76840211931,1312.9077141248454,490,34,0.10565126829451124,Low Risk
170,96816.08261447144,15064.868525570726,815,20,0.4936859790746365,Low Risk
171,108083.36703949672,31229.41900041137,741,24,0.2532164113516858,Low Risk
172,22156.417760621298,49078.12272334375,442,27,0.12012900150461606,Medium Risk
173,86572.09757890653,31958.86282381675,490,14,0.39417611049157664,Medium Risk
174,49444.45077573194,13730.375472143829,832,3,0.2988422072165273,Medium Risk
175,103872.46275322848,32066.279451880957,526,28,0.5869002066785748,High Risk
176,42667.63577064889,27459.28360607692,612,8,0.37209933125185113,Low Risk
177,109821.90595332057,39212.42436240603,601,26,0.23761959051850415,Low Risk
178,70275.59501906986,6242.051302520962,759,25,0.4547194323169874,Medium Risk
179,141774.8985357755,38290.36722259937,700,18,0.23574600127135567,High Risk
180,37877.72273897912,27522.062355129405,692,27,0.5521216457037825,Low Risk
181,64338.62563653361,48186.60818909074,506,16,0.28736098525368825,Medium Risk
182,34751.55776127658,17751.73613589562,509,19,0.3749342813881026,Low Risk
183,140210.17037621315,31998.47276356346,414,39,0.12528655191211444,Low Risk
184,134054.11593952752,46669.377169990854,550,38,0.31306061897611537,Medium Risk
185,53532.41160297023,6022.976671543283,518,22,0.5161817698304975,Medium Risk
186,105797.92598444328,46924.195874586105,706,31,0.502824402681671,Low Risk
187,126238.88602615806,34706.40039273985,742,32,0.21215927942676313,Low Risk
188,92176.1055079301,4324.0158961534235,653,4,0.21303953550528135,Medium Risk
189,88854.57518628084,15747.214780393997,849,33,0.5086526561066184,Low Risk
190,51440.797817058716,35700.4323436188,441,39,0.5651992100846628,Low Risk
191,32103.359814766896,4300.179471969814,800,10,0.14768046063650178,Medium Risk
192,136638.04853393248,29526.35254863739,846,2,0.32502931971311266,Low Risk
193,137054.34743123298,17948.26979069488,841,32,0.26872713948211446,Low Risk
194,102303.18944552483,31424.860370606377,806,10,0.5353442277287197,High Risk
195,64073.87283633109,3241.3596568131297,580,15,0.1417624573400094,Medium Risk
196,65397.24469964592,43705.303501466435,723,17,0.2055629712790187,High Risk
197,114374.23825313112,48700.95948969245,569,29,0.4762341687932472,High Risk
198,136624.33379383502,48475.014908998884,453,9,0.1256469244906078,High Risk
199,135321.23515446525,37732.93975540331,382,17,0.34626769035714466,Low Risk
200,121383.8209614911,7374.225766400967,725,37,0.32105351733986,Low Risk
201,103464.11400005741,38154.89660052211,574,18,0.2672005894943743,High Risk
202,30938.195449356346,2204.758906481274,583,35,0.29728615765946187,High Risk
203,41011.73283229979,2084.0540249208652,472,12,0.36497029346511645,High Risk
204,136812.04450852028,16856.90073832752,626,2,0.18068367919419157,Low Risk
205,98835.77775574669,24943.51632982862,362,9,0.38599793914179636,High Risk
206,21195.616710161856,38749.96347258187,372,37,0.5027161646499931,High Risk
207,33191.30057258417,34481.473453718754,674,0,0.4800804648950795,Medium Risk
208,106255.22998404726,22849.23261246067,807,26,0.17694995234688685,Medium Risk
209,20658.00590000843,14407.706647801628,697,7,0.17462473487073696,Low Risk
210,40905.04668427483,49859.100507727846,419,16,0.23408718387245667,Medium Risk
211,91335.3926176562,21882.883809562674,736,8,0.2805373631705186,Medium Risk
212,109946.37570005012,23117.964192154097,764,5,0.30422779070424133,Medium Risk
213,104754.96373533807,9017.56723839179,585,24,0.4398486084166726,Low Risk
214,49155.01022987277,39945.66788874654,564,38,0.1283402160829177,Medium Risk
215,112583.29877517966,34990.42906329294,619,27,0.1173363521130332,Low Risk
216,50842.38137458401,11817.71102664926,675,32,0.2959552814719545,High Risk
217,62301.9607607048,5036.671235176293,388,36,0.4485818460689902,Medium Risk
218,117043.88266534313,34344.46580166094,502,8,0.1967176714782413,Low Risk
219,104452.27687613791,33071.049499775625,633,17,0.4207522406281259,Medium Risk
220,130399.04336424313,14389.716822912256,521,20,0.22991406897014974,High Risk
221,105489.67599904464,47592.31455027011,340,1,0.5430430544067582,Low Risk
222,93880.11843361131,8401.836697264112,367,37,0.5478449721333083,Low Risk
223,32177.71981765202,22184.405251087494,813,39,0.24864360214066325,Low Risk
224,67803.05439772636,47237.18008821234,426,35,0.21499687698162026,High Risk
225,54476.30779862431,21566.638529379994,554,36,0.3056519860331156,High Risk
226,51718.65363928086,32287.77143554019,315,14,0.22026579259007437,High Risk
227,146491.37211781793,20482.12550017692,776,27,0.43619192164585185,Low Risk
228,71102.70420667886,14436.54491508483,361,17,0.5130323422741427,High Risk
229,135966.05217302474,49214.90475003159,731,33,0.4365460654556085,Medium Risk
230,102048.02137964418,21057.366309437108,567,21,0.5121752236246747,High Risk
231,123325.4694604143,44810.86098027759,334,10,0.29849608110373704,Low Risk
232,85342.82210367497,12267.775688663223,793,12,0.17815848535443043,Medium Risk
233,94997.50500142669,11442.130497229082,768,3,0.4689754736987961,High Risk
234,84027.3001964523,2525.5700613410568,624,21,0.2802372525707769,Medium Risk
235,45381.58841374578,32931.674443418364,603,6,0.4356354126145663,Medium Risk
236,113918.7749839957,19057.790842464296,575,23,0.23532197099088284,Low Risk
237,56500.40711731125,43353.554242142214,500,3,0.14061481740333634,Medium Risk
238,23161.075636089,24187.2854278863,744,27,0.5962908977438817,Medium Risk
239,103911.39846793181,48441.47796782137,623,14,0.17810075396529965,Low Risk
240,43024.38832291636,10090.750269452936,334,0,0.5942104969817406,Low Risk
241,142259.61596587885,43562.53522982493,781,2,0.5886399662832237,Low Risk
242,144010.71501033637,39053.24578679534,779,13,0.4969090519540198,Medium Risk
243,138932.3707286583,38775.170387558544,364,37,0.42971148104099877,Medium Risk
244,68120.63103320777,42394.37817772749,307,0,0.3889035251255424,Medium Risk
245,22009.360148752767,38290.175556206945,600,37,0.5330507726889173,Low Risk
246,140681.4131364043,31684.795759939356,642,37,0.24471976080974397,High Risk
247,75663.93928125086,7430.999006436991,730,20,0.3338406062424385,Medium Risk
248,145665.12647567704,2593.7827950713436,723,28,0.40969498468325094,High Risk
249,145270.59702160285,46121.54454296866,631,4,0.3055952379347455,Low Risk
250,130891.2292107568,31215.865411516163,737,9,0.313743227045134,Medium Risk
251,58278.35596904614,40030.327257832636,473,27,0.26514233375104224,High Risk
252,70062.70471825029,24594.595224114953,826,20,0.38211590834226805,Medium Risk
253,130647.7672971914,6748.101259157329,325,6,0.525287264007558,Medium Risk
254,61199.8606703161,7134.103817924972,705,2,0.20076418900315643,Medium Risk
255,42034.05706919202,34592.6990742196,531,19,0.5672165193767207,High Risk
256,92384.16411958552,22084.98885007367,832,18,0.44454382687411487,Low Risk
257,141700.12064090153,10825.7116083165,849,34,0.5116366063400151,Medium Risk
258,110483.87356774649,25088.132790330408,804,3,0.37809534631500585,Low Risk
259,94107.95211161744,4146.23791668157,478,4,0.4897583507120318,Low Risk
260,32632.94419019991,29516.59869380554,431,0,0.10810019866973361,High Risk
261,99950.93947089206,14180.676817319785,754,3,0.5091902123897676,High Risk
262,148707.00051355423,40080.39593122222,647,11,0.12006942954268326,Low Risk
263,38210.92198074813,16207.735987255115,839,26,0.5449566881814313,Medium Risk
264,87382.85480728578,23305.78730500826,705,22,0.5959813736193217,High Risk
265,134058.49935063423,1569.4064554969311,375,24,0.2470337310883889,Medium Risk
266,116299.92030804658,4549.897501933385,791,20,0.20515927814289683,Medium Risk
267,110612.04632938483,20232.184263927556,493,23,0.4826816819290204,Medium Risk
268,111322.9309183242,24517.00290113905,461,24,0.22651317046012662,Low Risk
269,66733.84965856817,30401.00685784588,646,31,0.5327811915861017,Medium Risk
270,58166.93975438414,15291.466356755858,660,31,0.15142129607873836,Low Risk
271,125216.95021220676,35054.11242020058,386,4,0.16297759818967913,Low Risk
272,125314.7413082935,43145.99746227102,561,35,0.5895757775503078,Medium Risk
273,132719.40141541348,39212.69845577414,513,38,0.43691944913500236,Medium Risk
274,138721.27183234127,2941.3224420695,561,15,0.5234436122144764,Medium Risk
275,86474.51185192191,24544.84041563362,582,32,0.26216468867575904,Medium Risk
276,85197.11830933596,6141.578742490568,766,20,0.4382418747603022,Low Risk
277,123778.37326568077,12860.205777263845,679,8,0.3971209136542986,Medium Risk
278,104495.31100110947,49346.46707009018,661,5,0.4015750600614735,Medium Risk
279,111255.69404350144,7982.281602174148,748,34,0.44126622976886076,Low Risk
280,123453.04702669314,25445.519519116446,740,38,0.38767958656454926,High Risk
281,135700.6944362836,31289.630981587838,392,21,0.314531184651333,High Risk
282,63939.37039069965,35420.783556661096,723,4,0.23796134719027343,Low Risk
283,68825.78384319272,28422.78549085879,441,22,0.48429066545660104,High Risk
284,32217.652179312972,1478.7715235399992,590,16,0.2131362150015931,Low Risk
285,95176.41832950262,16996.6041039556,731,11,0.44617715307720707,Medium Risk
286,24672.49559357647,26367.87052585086,348,22,0.21666641132466333,Medium Risk
287,80527.74235721982,5305.458458096834,601,15,0.412665084977227,High Risk
288,90543.80251198496,18180.719629249856,489,2,0.4735391335645145,Medium Risk
289,57250.36277667697,2626.9523307769614,435,29,0.2093569444532696,High Risk
290,96808.3238739714,4850.346360596017,703,21,0.12997165043065415,High Risk
291,23965.032492076425,20449.24053387821,640,8,0.16548687149708705,Medium Risk
292,24855.264537397874,7503.071948109958,617,28,0.4029984836355127,Medium Risk
293,126938.07288575557,28809.50156481635,662,36,0.5247232031128678,High Risk
294,66824.78338346418,34783.783487726025,681,22,0.12249841061771219,Medium Risk
295,36517.86664474502,40228.74825634506,532,12,0.46707562952082315,Low Risk
296,87891.62380712458,10807.361967995694,643,31,0.27065932297502604,Medium Risk
297,120099.16190281941,9206.646530694417,848,22,0.3392641849597613,Medium Risk
298,48056.73357458961,6123.824176385612,828,16,0.5644297749227828,Low Risk
299,100975.76185647004,32185.0822276382,482,39,0.26598575236792277,Medium Risk
300,31095.17044918984,35617.31059785816,340,20,0.33266846696974306,Medium Risk
301,26718.623751919,2547.72109645646,696,1,0.10684120738034056,High Risk
302,89076.10210385924,46874.4000659408,793,36,0.1407993600024192,Medium Risk
303,90282.56580931385,3546.592898922148,632,5,0.22929579556739202,Medium Risk
304,102865.88719476685,27523.520429752454,426,17,0.11392612041053721,Low Risk
305,114391.873383946,35743.965453094905,300,29,0.4156876630241255,High Risk
306,146860.77033012948,43677.4870635582,467,21,0.31319917840081124,High Risk
307,87119.04527915538,35990.25967448896,318,32,0.374072601364011,High Risk
308,61984.341482361975,40284.6760704198,631,29,0.18732359294816478,Medium Risk
309,123374.20531993148,17633.059434597497,755,16,0.24796601471830806,High Risk
310,55208.19266406965,40926.4305735791,408,31,0.43191223742636253,Low Risk
311,77066.2846917327,4925.627472849083,567,13,0.5826513618151999,High Risk
312,30199.329574494575,44846.016146965856,744,9,0.1252083868011046,Low Risk
313,23295.596644009478,27832.026431533075,539,35,0.5451921604276331,High Risk
314,145144.29390813026,41047.59072816219,600,33,0.38844060065560426,High Risk
315,128677.41566658676,23163.595941396707,402,8,0.3819597833778119,Low Risk
316,110476.64679218073,32535.307064629724,549,27,0.35013926760388014,High Risk
317,73163.88277385509,26793.73038586955,752,10,0.1346970429520917,High Risk
318,42528.26160920995,36847.886566011264,819,13,0.14493842586808034,High Risk
319,40336.81554724119,4999.86911949889,452,38,0.4004560028295431,Medium Risk
320,52531.57676139739,3957.252115537626,473,18,0.2704792857177791,Low Risk
321,91399.46641179566,13108.058466497176,642,14,0.5586340332888403,High Risk
322,112897.4699510081,8817.68932554623,730,27,0.3032952686797361,Low Risk
323,105825.65897330506,43717.39476301788,623,23,0.17164072935132055,Low Risk
324,56391.40660297257,11741.48538054417,719,7,0.457359416751018,Low Risk
325,144132.48648621523,48817.39753513743,784,8,0.24667671072050493,High Risk
326,115926.5991704499,17507.893796784236,711,32,0.3627351536779466,High Risk
327,92066.02682648209,9923.777868746265,383,32,0.448916392752585,Low Risk
328,99523.6970104658,39695.226849981475,412,18,0.5501320556010352,Medium Risk
329,74548.0081156127,33276.68099954293,631,2,0.4960955974008381,Low Risk
330,52205.02863515047,25411.59010620381,677,9,0.438180533936362,Medium Risk
331,66276.448224664,28212.813995943932,340,39,0.43981659119757177,Low Risk
332,118519.99436036799,36240.88713534093,404,0,0.5729623220160432,Low Risk
333,21871.153521868262,12194.282325233638,501,28,0.24791204874826803,Low Risk
334,35089.44326589911,49820.36188678035,749,33,0.10055604709809371,High Risk
335,25980.343462827856,48764.86494519237,565,12,0.23597727969909935,Medium Risk
336,25294.74430146612,32865.95863099991,509,0,0.208945689813372,Medium Risk
337,131209.87592143094,10777.580095528112,417,33,0.43091729255699907,Low Risk
338,111475.52171940308,34331.18387913328,676,28,0.41685579988276455,High Risk
339,81642.59778135228,4537.722039979617,839,12,0.39673069135236194,High Risk
340,32718.440884630192,2501.972608084497,383,28,0.10812172160472686,Medium Risk
341,83910.06376518821,13626.46153704947,753,38,0.4643890272253237,High Risk
342,81551.33020147354,23668.524880226498,813,23,0.2617652062427458,Medium Risk
343,42516.24308830197,43545.35276501065,686,25,0.4325279945033156,Medium Risk
344,76400.7144009365,36631.28441854909,649,16,0.37828921425107664,Medium Risk
345,71805.61547165854,37392.619538799074,595,6,0.27136546271395356,High Risk
346,100060.51274678814,21849.173387955692,557,12,0.16728813355205388,Medium Risk
347,102562.1746127937,17950.814634801183,380,4,0.14720944883024048,Medium Risk
348,25889.52127036579,19180.89938624553,567,25,0.5157591665561118,Low Risk
349,68699.63990144126,49394.82862306683,718,2,0.559198771040779,Medium Risk
350,101361.78904285072,2965.3503792116417,534,6,0.42489402338214977,Medium Risk
351,85407.7136154114,43484.54330999998,610,38,0.1517170574302417,Low Risk
352,131343.6793544819,29355.095020047276,656,0,0.3010136084441204,Low Risk
353,105630.17211046285,22492.155540289932,512,16,0.46446960005257865,High Risk
354,41181.47552058586,36537.62536034169,348,24,0.4899104420050341,Medium Risk
355,29173.93716205588,24846.77812981044,426,2,0.1591093111455443,High Risk
356,103514.50616682103,43797.738666001365,522,14,0.10001535942269121,High Risk
357,23446.470370410836,45134.391336551664,578,28,0.45606852294030253,Low Risk
358,96150.82556555023,21664.325416799315,707,31,0.27829808799310285,High Risk
359,142229.93138524448,14564.562064517528,804,25,0.22724066580913013,Medium Risk
360,94811.64312386427,30025.16610107475,593,15,0.10644873489476273,Low Risk
361,70462.09040684786,45705.80393521786,576,24,0.3701497033807498,Medium Risk
362,103627.46839750592,11322.447261277663,737,27,0.5255753677129908,Medium Risk
363,79572.87576389716,31525.362594610655,406,8,0.578815823136294,Low Risk
364,90930.18261107155,31946.450784533507,719,0,0.3828724753066446,Medium Risk
365,142390.42514094827,36922.53809834877,728,28,0.35723066386994706,Low Risk
366,70193.34291410065,7446.81657123573,674,21,0.14252819274462056,Medium Risk
367,144954.77329710883,36075.42326942234,372,15,0.3744364007712999,Low Risk
368,137695.58345428828,45542.59351261641,329,6,0.28998953948269734,High Risk
369,45452.847522608536,9804.472334641856,487,13,0.4035676404417885,Medium Risk
370,29016.96911377151,12639.622921270004,663,28,0.2943631739382734,Low Risk
371,33101.14017906546,48598.35960804034,750,18,0.22014956172518338,Medium Risk
372,22368.837334701464,9867.870682764998,494,18,0.14748263761418826,Medium Risk
373,32277.584898270692,42864.86957510938,455,1,0.25745922229444784,Medium Risk
374,108790.8805441264,25121.614965953704,471,14,0.14832241714387615,Low Risk
375,29254.52429982977,13114.322645755676,340,2,0.18844847541199197,High Risk
376,61466.83193818897,43666.74516235306,362,10,0.5936680792897729,High Risk
