transaction_id,amount,transaction_type,country,merchant,time,device,previous_fraud_count,is_fraud
56,9218.820475996145,cash_out,UK,Target,43764,Tablet,0,0
57,885.836528017143,payment,CA,Amazon,1134,Tablet,1,0
58,1960.6326413290328,cash_out,CA,Amazon,62943,Mobile,3,0
59,453.2276618164701,payment,CA,Target,54318,Tablet,0,0
60,3253.97797730188,cash_out,US,Walmart,60128,Mobile,2,0
61,3887.3842196051305,transfer,CA,Apple,21869,Desktop,0,0
62,2714.218968707185,payment,DE,Amazon,5039,Tablet,3,0
63,8287.546354010141,cash_out,UK,Walmart,21281,Tablet,4,0
64,3568.176513609199,cash_in,IN,Netflix,10442,Tablet,4,0
65,2810.0641623641204,cash_out,DE,Amazon,73788,Desktop,3,0
66,5427.418135499326,cash_in,DE,Walmart,27586,Mobile,1,0
67,1410.1013255226517,cash_in,CA,Walmart,53053,Mobile,1,0
68,8022.1676105596425,transfer,US,Apple,50489,Tablet,4,0
69,746.4318861540285,payment,UK,Apple,83104,Desktop,4,0
70,9868.882479068572,cash_out,US,Netflix,86346,Desktop,3,0
71,7722.675448197278,transfer,UK,Walmart,67087,Desktop,1,0
72,1987.9580996601899,cash_out,UK,Walmart,12625,Desktop,4,0
73,56.21564911890039,cash_in,US,Apple,34397,Desktop,1,0
74,8154.798823119887,payment,DE,Amazon,58671,Mobile,4,0
75,7068.8665811323235,cash_out,UK,Amazon,66897,Mobile,0,0
76,7290.342673241832,cash_out,US,Target,26149,Mobile,2,0
77,7712.932196512771,cash_in,UK,Apple,60030,Tablet,0,0
78,741.3724726891695,cash_out,IN,Target,69906,Desktop,4,0
79,3585.2988197141817,cash_out,DE,Apple,5283,Tablet,2,0
80,1159.574726191772,cash_in,CA,Netflix,7610,Desktop,2,0
81,8631.17115533006,transfer,UK,Walmart,43326,Mobile,4,0
82,6233.3579701487515,cash_in,IN,Netflix,14924,Tablet,4,0
83,3309.649350501639,transfer,CA,Apple,76162,Mobile,1,0
84,636.5199445099503,payment,CA,Walmart,869,Desktop,4,0
85,3110.5122348349064,transfer,UK,Amazon,1014,Desktop,3,0
86,3252.5080369454436,transfer,US,Amazon,10103,Desktop,4,0
87,7296.332177202303,payment,UK,Target,82522,Mobile,3,0
88,6375.937156080776,transfer,IN,Apple,33458,Desktop,4,0
89,8872.240213020688,cash_in,CA,Apple,82409,Mobile,1,0
90,4722.677036694331,transfer,UK,Amazon,23248,Tablet,3,0
91,1196.8228651370787,payment,US,Netflix,43516,Desktop,0,0
92,7132.734627442727,cash_in,UK,Walmart,29061,Desktop,3,0
93,7608.089701120358,payment,DE,Netflix,24170,Desktop,1,0
94,5613.2106984973925,payment,US,Netflix,8024,Tablet,3,0
95,7709.900832365655,cash_out,IN,Amazon,82214,Desktop,4,0
96,4938.462168047543,cash_out,CA,Amazon,85947,Mobile,4,0
97,5227.805560990559,payment,UK,Amazon,43803,Mobile,1,0
98,4275.982642567138,payment,US,Target,19296,Desktop,2,0
99,255.16584831420778,payment,DE,Netflix,18257,Desktop,4,0
100,1079.8063785060513,cash_out,US,Apple,12855,Tablet,0,0
101,315.26042768165576,cash_out,DE,Walmart,85178,Tablet,1,0
102,6364.4677022265405,transfer,IN,Target,20025,Tablet,3,0
103,3144.2454547821903,transfer,CA,Apple,4458,Desktop,3,0
104,5086.198340955863,payment,IN,Netflix,63610,Tablet,0,0
105,9075.757172787004,cash_in,UK,Amazon,70843,Tablet,4,0
106,2493.6729992596006,cash_in,US,Netflix,83961,Mobile,1,0
107,4104.418847433261,cash_out,DE,Walmart,49831,Tablet,0,0
108,7555.755834291944,cash_out,DE,Target,43427,Mobile,4,0
109,2288.752856750733,cash_out,US,Target,38506,Mobile,1,0
110,770.7221183781011,payment,US,Walmart,5668,Tablet,3,0
111,2898.2247776847667,cash_in,UK,Apple,47195,Mobile,1,0
112,1613.0516512527902,transfer,IN,Apple,73233,Desktop,2,0
113,9297.046825773388,payment,DE,Target,24417,Desktop,1,0
114,8081.395675264605,transfer,UK,Target,81982,Tablet,2,0
115,6334.404161347724,transfer,IN,Amazon,10751,Desktop,1,0
116,8714.73444128699,payment,UK,Apple,46218,Mobile,2,0
117,8036.917096914245,transfer,DE,Walmart,7352,Desktop,3,0
118,1866.5140188014723,cash_in,US,Apple,79052,Tablet,4,0
119,8925.697425901288,transfer,US,Amazon,28927,Tablet,2,0
120,5393.883076914592,cash_in,IN,Target,41094,Mobile,2,0
121,8074.594111485461,cash_in,CA,Target,54122,Tablet,3,0
122,8961.016907935009,cash_in,IN,Amazon,29493,Desktop,2,0
123,3180.716746243667,cash_out,CA,Walmart,73539,Tablet,0,0
124,1101.40919335224,transfer,UK,Target,31707,Mobile,3,0
125,2280.123690256875,payment,UK,Netflix,68814,Tablet,0,1
126,4271.650778473937,payment,DE,Target,7296,Desktop,3,0
127,8180.329644459009,transfer,CA,Netflix,25398,Mobile,2,0
128,8607.445101980178,cash_out,DE,Amazon,35842,Desktop,0,0
129,70.51435318137584,cash_out,US,Amazon,13261,Mobile,2,0
130,5107.96227847308,cash_in,CA,Target,76709,Tablet,3,0
131,4174.692620484641,transfer,IN,Apple,56704,Mobile,2,0
132,2221.8559968968316,transfer,US,Netflix,67173,Mobile,0,0
133,1199.5338079694943,payment,US,Walmart,31781,Tablet,0,0
134,3376.814098864876,transfer,IN,Target,13652,Desktop,2,0
135,9429.154129421278,cash_out,US,Walmart,5103,Tablet,1,0
136,3232.7061172755316,transfer,CA,Target,25500,Mobile,3,0
137,5188.387426811918,payment,DE,Apple,35529,Tablet,3,0
138,7030.486569992883,cash_in,US,Apple,18452,Mobile,2,0
139,3636.9323941905604,payment,CA,Apple,49393,Tablet,1,0
140,9717.849045126886,payment,UK,Apple,31174,Tablet,0,0
141,9624.51050212617,cash_in,CA,Amazon,64450,Desktop,4,0
142,2518.571175957816,payment,DE,Amazon,35436,Mobile,4,0
143,4972.9878104179625,payment,CA,Netflix,47406,Desktop,2,0
144,3009.48221985788,transfer,IN,Walmart,63059,Mobile,1,0
145,2849.1201032802987,transfer,DE,Target,15954,Tablet,1,0
146,369.83258659797343,cash_in,UK,Target,82722,Mobile,3,0
147,6096.033775464988,transfer,IN,Amazon,12356,Desktop,0,0
148,5027.287553265386,transfer,CA,Target,2187,Desktop,1,0
149,515.7360337486435,payment,DE,Amazon,77243,Desktop,4,0
150,2787.185995901878,cash_out,UK,Netflix,35098,Mobile,0,0
151,9082.75059378057,transfer,IN,Walmart,21225,Desktop,0,0
152,2396.379344779057,cash_out,UK,Netflix,3606,Desktop,2,0
153,1449.8038260401397,transfer,CA,Apple,57620,Desktop,1,0
154,4895.038150015353,transfer,UK,Apple,32828,Tablet,2,0
155,9856.518890651896,cash_in,US,Apple,26489,Tablet,1,0
156,2421.3106598434924,cash_in,IN,Netflix,14387,Mobile,3,0
157,6721.68333851138,cash_in,UK,Target,69463,Mobile,2,0
158,7616.434533671847,cash_out,CA,Walmart,71832,Desktop,2,0
159,2377.1378023800044,payment,CA,Apple,2591,Tablet,4,0
160,7282.435269769984,transfer,UK,Apple,48516,Desktop,2,0
161,3678.463544059813,transfer,CA,Apple,62061,Desktop,1,0
162,6323.426000105202,transfer,DE,Walmart,66736,Tablet,4,0
163,6335.663577898186,cash_out,DE,Apple,81257,Tablet,2,0
164,5358.21106606351,cash_in,DE,Walmart,61753,Tablet,2,1
165,903.8074107740287,payment,US,Apple,84774,Mobile,3,0
166,8353.18965339679,cash_out,UK,Netflix,11087,Mobile,2,0
167,3208.4798696523867,cash_in,US,Netflix,30816,Desktop,0,0
168,1865.9985854881425,cash_out,CA,Walmart,23408,Mobile,4,0
169,408.7106404060844,payment,US,Netflix,136,Tablet,0,0
170,5909.33853893923,cash_in,CA,Walmart,17413,Tablet,4,0
171,6775.966054060982,cash_out,CA,Netflix,59500,Mobile,3,0
172,166.86170144963367,payment,IN,Netflix,84514,Desktop,2,0
173,5121.418489934511,transfer,DE,Walmart,56358,Desktop,2,1
174,2265.7312562041816,payment,CA,Target,66197,Mobile,2,0
175,6452.082731304089,transfer,IN,Netflix,32854,Desktop,4,0
176,1744.4899236209094,cash_out,DE,Apple,76240,Desktop,2,0
177,6909.686443286557,cash_in,CA,Target,16322,Desktop,0,0
178,3867.9667276590735,cash_in,CA,Walmart,6968,Tablet,2,0
179,9367.363157378608,cash_out,US,Target,27518,Tablet,3,0
180,1376.0719205157866,cash_in,US,Amazon,51925,Mobile,0,0
181,3411.322444151535,cash_in,DE,Amazon,59848,Tablet,2,0
182,1135.62173888465,transfer,CA,Netflix,1700,Desktop,2,0
183,9247.01148916735,cash_out,UK,Netflix,23199,Tablet,1,0
184,8773.51619445643,payment,US,Apple,44589,Mobile,4,0
185,2580.158335523841,transfer,DE,Target,32115,Tablet,0,0
186,6600.180476295756,cash_out,CA,Amazon,61934,Desktop,1,0
187,8172.404779811957,transfer,CA,Netflix,54316,Desktop,3,0
188,5552.452915183024,payment,UK,Target,5520,Mobile,4,0
189,5296.976132981709,payment,DE,Netflix,36455,Tablet,0,0
190,2419.281056713616,cash_out,CA,Netflix,41605,Tablet,2,0
191,931.9345752911862,payment,US,Amazon,14955,Tablet,0,0
192,8972.260363775315,transfer,UK,Amazon,44049,Desktop,2,0
193,9004.280153576141,payment,DE,Netflix,13917,Mobile,4,0
194,6331.3814712754065,transfer,UK,Walmart,70293,Tablet,2,0
195,3390.958880695958,transfer,US,Netflix,78581,Desktop,3,0
196,3492.746536551996,payment,DE,Netflix,64925,Desktop,2,0
197,7259.830833023523,cash_out,UK,Apple,70269,Desktop,3,0
198,8971.205489265818,cash_in,IN,Apple,30954,Tablet,4,0
199,8870.977156226907,payment,US,Apple,72617,Tablet,4,0
200,7798.975583030381,transfer,US,Walmart,41458,Tablet,0,0
201,6420.674429896723,transfer,US,Walmart,21113,Tablet,3,0
202,842.3155099854932,payment,IN,Netflix,43939,Tablet,3,0
203,1617.125512232043,cash_out,IN,Apple,29345,Tablet,1,0
204,8985.643331082265,cash_out,CA,Walmart,46313,Tablet,1,0
205,6064.684167536239,transfer,UK,Amazon,69166,Tablet,1,0
206,92.96131911467985,transfer,CA,Netflix,47861,Tablet,2,0
207,1015.613957117455,cash_out,UK,Target,49298,Desktop,1,0
208,6635.35418931145,cash_in,IN,Netflix,47221,Tablet,3,0
209,51.61077687834065,payment,IN,Target,44942,Mobile,2,0
210,1608.919706123569,transfer,CA,Apple,3453,Desktop,4,0
211,5487.7891598764945,transfer,DE,Target,54935,Tablet,0,0
212,6919.26008172924,cash_out,CA,Apple,43370,Mobile,1,0
213,6519.960633766503,payment,UK,Amazon,8328,Tablet,4,0
214,2243.4688252961373,cash_out,CA,Target,15534,Mobile,3,0
215,7122.0800342540115,payment,US,Netflix,85280,Mobile,0,0
216,2373.253625880504,payment,UK,Apple,84925,Mobile,4,0
217,3254.671581894518,payment,UK,Netflix,36320,Mobile,0,0
218,7465.167559775124,transfer,DE,Walmart,49170,Desktop,1,0
219,6496.679357573099,cash_in,IN,Apple,80201,Desktop,3,0
220,8492.384881531285,cash_out,UK,Target,8640,Mobile,0,0
221,6576.471310111133,cash_in,IN,Apple,30049,Tablet,4,0
222,5683.517724751381,cash_out,CA,Netflix,5618,Mobile,1,0
223,937.6540035130967,payment,US,Amazon,56053,Desktop,1,1
224,3677.7903147912757,transfer,DE,Apple,1920,Tablet,4,0
225,2652.7584744495725,cash_in,IN,Target,43937,Desktop,4,0
226,2440.6524441474567,transfer,UK,Walmart,69724,Desktop,0,0
227,9730.132536969704,cash_out,IN,Amazon,12207,Tablet,2,0
228,3931.584148942937,transfer,UK,Walmart,65774,Mobile,1,0
229,8920.573505215956,transfer,IN,Apple,32972,Mobile,0,0
230,6311.755121346631,cash_in,UK,Netflix,10799,Mobile,4,0
231,7948.3182241129425,payment,CA,Netflix,71088,Mobile,0,0
232,5026.868293958816,transfer,UK,Target,28916,Tablet,4,0
233,5769.4619423789645,payment,UK,Netflix,70463,Tablet,3,0
234,4925.68442049482,cash_out,US,Amazon,76700,Tablet,4,0
235,1953.234634992647,transfer,UK,Netflix,37158,Desktop,4,0
236,7224.798700499792,cash_in,US,Target,84607,Tablet,4,0
237,2808.442852046117,cash_out,DE,Apple,71696,Mobile,2,0
238,244.13534834810693,cash_out,US,Apple,61510,Desktop,4,0
239,6455.077486775771,cash_in,CA,Netflix,58692,Mobile,1,0
240,1771.9296833910823,transfer,US,Walmart,61744,Mobile,1,0
241,9404.64538494479,transfer,DE,Apple,15810,Tablet,0,0
242,9539.331841448871,cash_out,CA,Netflix,5126,Tablet,2,0
243,9148.729037814264,transfer,IN,Target,30009,Mobile,0,0
244,3702.2168438541885,payment,IN,Netflix,192,Mobile,1,1
245,155.55070867214542,cash_in,US,Apple,36413,Desktop,1,0
246,9283.257307314667,payment,US,Target,12816,Tablet,3,0
247,4282.413299024826,transfer,DE,Netflix,39082,Desktop,4,0
248,9666.581535617652,cash_out,DE,Amazon,65048,Desktop,1,0
249,9636.23615091544,cash_in,UK,Target,50940,Desktop,0,0
250,8530.241545218134,transfer,DE,Amazon,32130,Mobile,0,0
251,2945.194471803787,transfer,UK,Walmart,40142,Desktop,4,0
252,3851.5921882906505,cash_out,CA,Target,36468,Desktop,4,0
253,8511.515578497052,cash_out,US,Amazon,30698,Mobile,3,0
254,3169.9031295576206,payment,CA,Apple,10655,Tablet,2,0
255,1695.7579741142388,cash_in,DE,Apple,47897,Tablet,0,0
256,5568.455823321043,cash_in,CA,Walmart,30075,Desktop,4,1
257,9361.61158683365,cash_out,CA,Target,9359,Mobile,0,0
258,6960.601936953055,payment,CA,Target,42056,Tablet,4,0
259,5701.04163972356,cash_in,DE,Target,51831,Desktop,1,0
260,972.6677612139146,cash_out,CA,Walmart,59191,Desktop,0,0
261,6150.4572597649985,transfer,UK,Target,33272,Mobile,1,0
262,9900.548447192528,cash_in,DE,Apple,14671,Desktop,0,0
263,1401.7000683500037,payment,CA,Amazon,27048,Tablet,2,0
264,5183.778193985004,payment,DE,Apple,76274,Mobile,3,0
265,8773.853346207627,payment,IN,Apple,25963,Tablet,1,0
266,7407.94540892429,transfer,UK,Amazon,43954,Tablet,4,0
267,6970.460394211685,cash_in,CA,Apple,72309,Tablet,2,0
268,7025.138355787106,cash_in,IN,Walmart,717,Desktop,0,0
269,3595.552021046332,transfer,IN,Amazon,11676,Desktop,1,0
270,2936.6248508006693,cash_in,DE,Apple,4434,Tablet,0,0
271,8093.802193629657,transfer,IN,Netflix,49810,Tablet,0,0
272,8101.3238333971285,transfer,UK,Apple,4994,Mobile,0,0
273,8670.856113482458,transfer,UK,Walmart,4234,Mobile,3,0
274,9132.492285012157,payment,US,Target,69300,Desktop,3,0
275,5113.912646210517,cash_in,UK,Apple,43949,Desktop,4,0
276,5015.661430577309,transfer,IN,Target,37405,Mobile,1,0
277,7983.153494488784,cash_in,UK,Netflix,34872,Tablet,2,0
278,6499.989343846873,payment,DE,Apple,42215,Desktop,2,0
279,7019.966805699776,transfer,US,Amazon,23185,Tablet,2,0
280,7958.130901691575,cash_out,IN,Target,43442,Mobile,0,0
281,8900.163412833845,payment,US,Netflix,51759,Desktop,3,0
282,3380.6135733585065,cash_out,IN,Amazon,41153,Desktop,1,0
283,3756.4539434468,cash_in,DE,Amazon,77535,Mobile,0,0
284,940.7254164688492,cash_in,US,Amazon,2581,Desktop,3,0
285,5783.223129820743,payment,CA,Amazon,51717,Mobile,3,1
286,360.3867956936241,cash_in,IN,Apple,2763,Desktop,1,0
287,4656.514583306469,cash_out,CA,Apple,55480,Mobile,1,0
288,5426.903702441059,transfer,US,Apple,38759,Desktop,1,0
289,2866.1259800307157,transfer,CA,Netflix,76067,Tablet,0,0
290,5908.741772429538,transfer,CA,Netflix,25307,Tablet,4,0
291,305.9719991405552,payment,US,Netflix,11064,Tablet,1,0
292,374.44453930339495,cash_in,DE,Walmart,76848,Desktop,4,0
293,8226.183006035923,cash_out,CA,Netflix,37548,Desktop,0,0
294,3602.5462234712177,cash_in,CA,Apple,36945,Tablet,4,0
295,1271.4780660061958,cash_in,DE,Apple,47937,Tablet,2,0
296,5222.9103572879885,cash_in,CA,Walmart,6476,Mobile,4,0
297,7700.165537433009,transfer,CA,Walmart,51756,Mobile,1,0
298,2158.994453940935,cash_out,CA,Netflix,2382,Mobile,0,1
299,6229.281867714183,cash_out,UK,Target,49683,Tablet,1,1
300,854.3893024726862,cash_in,DE,Walmart,45276,Tablet,2,0
301,517.7655299649084,transfer,CA,Amazon,33402,Tablet,1,0
302,5314.014961049912,transfer,DE,Apple,26946,Mobile,1,0
303,5406.810580979455,cash_out,IN,Amazon,79698,Desktop,1,0
304,6374.661585080567,transfer,IN,Apple,73933,Tablet,3,0
305,7261.187245892893,transfer,CA,Apple,22335,Desktop,2,0
306,9758.544942545883,transfer,DE,Walmart,45095,Desktop,1,0
307,5163.487182663652,payment,DE,Walmart,79930,Desktop,1,0
308,3230.2417729395183,cash_in,DE,Amazon,27197,Mobile,1,0
309,7952.066761492268,cash_out,UK,Apple,22010,Desktop,0,0
310,2709.05168036948,cash_out,IN,Amazon,24123,Tablet,3,0
311,4390.275235635655,payment,DE,Target,2890,Mobile,0,0
312,785.4853570413173,cash_in,DE,Amazon,8026,Tablet,3,0
313,254.48208341115964,cash_out,UK,Netflix,64925,Tablet,1,0
314,9626.521498364573,transfer,UK,Amazon,68842,Mobile,2,0
315,8359.965225001546,cash_out,DE,Netflix,33665,Tablet,4,0
316,6960.046086730886,transfer,US,Netflix,9277,Tablet,4,0
317,4090.1204911982845,payment,DE,Netflix,42239,Mobile,1,0
318,1733.769906388387,transfer,DE,Target,47664,Tablet,0,0
319,1565.2139896681895,cash_out,UK,Amazon,48008,Desktop,2,0
320,2503.178738747789,cash_out,UK,Amazon,14683,Tablet,3,0
321,5492.717420396499,cash_out,DE,Target,670,Desktop,1,0
322,7146.244631077923,payment,DE,Apple,17889,Tablet,2,0
323,6602.313569800595,payment,DE,Walmart,55612,Mobile,2,0
324,2800.0590355624827,cash_in,UK,Amazon,44535,Mobile,3,0
325,9548.697941351278,cash_out,DE,Walmart,78542,Tablet,2,0
326,7379.231270040989,transfer,DE,Target,54319,Mobile,0,0
327,5543.986171061495,payment,CA,Apple,21639,Tablet,0,0
328,6117.595741597288,cash_out,US,Apple,64712,Mobile,0,0
329,4196.581024215471,cash_out,IN,Apple,16633,Desktop,2,0
330,2478.0621640220734,payment,US,Target,34660,Tablet,0,0
331,3560.370813833965,cash_in,CA,Netflix,68975,Desktop,3,0
332,7578.703258533227,payment,IN,Netflix,32172,Desktop,2,1
333,144.92049280892894,payment,DE,Walmart,59197,Tablet,4,0
334,1161.6103324286555,transfer,CA,Netflix,58847,Desktop,2,0
335,460.9804175755057,transfer,DE,Netflix,11577,Tablet,3,1
336,408.2472943873824,cash_in,UK,Apple,77299,Desktop,4,1
337,8554.750379526062,cash_out,CA,Apple,20176,Tablet,2,0
338,7036.874935940857,payment,UK,Walmart,44386,Tablet,0,0
339,4742.264117044165,cash_in,CA,Amazon,63972,Mobile,1,0
340,979.2437723493638,transfer,CA,Walmart,41003,Tablet,1,0
341,4916.667135293207,payment,UK,Walmart,19996,Tablet,0,0
342,4735.244236034876,cash_out,IN,Target,35931,Desktop,1,0
343,1732.8454972302418,transfer,US,Target,35710,Tablet,1,0
344,4339.082640730492,transfer,DE,Walmart,34693,Mobile,0,0
345,3985.648839239337,transfer,CA,Walmart,35740,Desktop,0,0
346,6158.8851304241125,cash_in,DE,Walmart,77241,Desktop,2,0
347,6351.30141502557,cash_out,UK,Netflix,76502,Mobile,2,0
348,453.99479371067315,payment,DE,Target,17374,Desktop,0,0
349,3746.7515336500855,cash_in,UK,Walmart,76674,Desktop,3,0
350,6258.973297226649,cash_in,DE,Apple,81471,Desktop,1,0
351,5031.859449542297,cash_in,US,Apple,45913,Desktop,2,0
352,8565.041922042034,transfer,US,Netflix,66025,Mobile,1,0
353,6587.277622557831,cash_out,US,Netflix,44516,Mobile,4,0
354,1630.1813363872154,cash_in,US,Amazon,26069,Desktop,0,0
355,706.616905256898,payment,US,Amazon,56233,Desktop,3,0
356,6424.55036278495,cash_out,US,Amazon,84811,Mobile,4,0
357,266.0865941056765,payment,UK,Netflix,59049,Mobile,4,0
358,5858.17003715336,cash_out,CA,Netflix,39178,Mobile,4,0
359,9402.36218400815,payment,DE,Netflix,32821,Desktop,0,0
360,5755.166304580914,transfer,US,Apple,51727,Desktop,2,0
361,3882.3110921390125,cash_in,UK,Netflix,60935,Tablet,0,1
362,6433.238896205089,payment,UK,Apple,16999,Mobile,2,0
363,4583.070652024675,cash_out,UK,Amazon,62522,Desktop,4,0
364,5456.622276370033,cash_in,CA,Amazon,38712,Mobile,4,0
365,9414.706622956475,cash_in,DE,Amazon,64551,Desktop,3,0
366,3861.6402753699417,cash_out,CA,Walmart,40172,Mobile,2,1
367,9611.944447675318,payment,IN,Walmart,33722,Desktop,4,0
368,9053.60106891868,transfer,UK,Target,10625,Tablet,1,0
369,1958.7155567581751,transfer,IN,Target,67165,Tablet,3,0
370,694.5436474507794,payment,US,Target,76509,Mobile,0,0
371,1008.6792357728891,cash_in,US,Walmart,6859,Desktop,3,0
372,183.20003468984572,cash_in,CA,Walmart,41609,Desktop,1,0
373,945.3351645985281,cash_in,DE,Target,43307,Mobile,2,0
374,6830.384727390152,cash_in,IN,Target,21839,Desktop,0,0
375,712.8152959538296,payment,DE,Netflix,27216,Mobile,0,0
376,3190.4373273073193,cash_in,CA,Target,52953,Desktop,2,1
377,8448.908234383576,cash_out,US,Netflix,84481,Mobile,3,0
378,233.69608542252283,cash_in,DE,Apple,60593,Desktop,4,0
379,8144.870357406769,transfer,DE,Walmart,72075,Mobile,3,0
380,2819.2658929592258,cash_in,US,Target,49522,Desktop,1,0
381,1182.530111388941,payment,IN,Walmart,4886,Tablet,4,0
382,6967.674916476142,transfer,US,Walmart,7485,Desktop,3,0
383,6289.79952495206,payment,DE,Walmart,31455,Mobile,2,0
384,8774.842663257003,payment,IN,Apple,16767,Tablet,1,0
385,7350.975366995054,transfer,IN,Amazon,28453,Desktop,1,0
386,8035.005822918101,payment,US,Target,76280,Tablet,1,0
387,2821.0636911404936,payment,DE,Amazon,53442,Desktop,4,0
388,1775.2179982534485,cash_in,CA,Amazon,51877,Tablet,0,0
389,7506.396901656943,cash_out,DE,Amazon,12226,Mobile,4,0
390,8068.540557933373,payment,UK,Walmart,22588,Desktop,3,1
391,9905.060914864733,payment,CA,Netflix,78976,Desktop,0,0
392,4126.764151437354,payment,IN,Walmart,31709,Mobile,3,0
393,3720.808839842039,cash_in,CA,Walmart,47788,Tablet,0,0
394,7764.353194459226,cash_out,IN,Amazon,37019,Mobile,4,0
395,3408.6945989899255,transfer,IN,Walmart,44948,Mobile,1,0
396,9307.642498710044,cash_in,CA,Amazon,65133,Tablet,2,0
397,8584.269105678275,cash_in,IN,Netflix,66458,Mobile,1,0
398,4290.5112797228085,cash_out,IN,Target,27526,Desktop,4,0
399,7508.959806847182,cash_out,UK,Amazon,73493,Desktop,0,0
400,7545.6741979727385,cash_in,DE,Netflix,52198,Desktop,1,0
401,1032.1355644904902,transfer,DE,Target,43395,Mobile,4,0
402,9025.626513888987,cash_in,UK,Apple,24031,Desktop,3,0
403,5053.018472106123,cash_out,CA,Amazon,75542,Desktop,2,0
404,8264.748203611309,transfer,US,Amazon,37701,Desktop,1,0
405,3201.1759607050867,cash_out,US,Apple,25939,Desktop,0,0
406,8955.336761733508,transfer,US,Apple,49145,Desktop,3,0
407,3892.6275856628968,payment,UK,Amazon,20324,Desktop,4,0
408,109.3656771515033,cash_out,UK,Apple,22867,Mobile,2,0
409,9053.914382216217,cash_out,IN,Walmart,203,Desktop,0,0
410,913.7754811845494,cash_in,US,Target,16544,Desktop,4,0
411,3193.8170622665584,cash_out,CA,Target,15899,Tablet,4,0
412,9500.669608540999,cash_out,CA,Target,29063,Mobile,1,0
413,9506.120862228623,payment,US,Walmart,3748,Mobile,1,0
