user_id,device_id,location,login_time,ip_address,browser,is_suspicious
109,dev_215,New York,9847,192.168.1.121,Edge,0
110,dev_252,Berlin,26155,192.168.1.139,Edge,0
111,dev_190,New York,79671,192.168.1.194,Chrome,0
112,dev_296,Toronto,83310,192.168.1.175,Safari,0
113,dev_213,London,67278,192.168.1.108,Safari,0
114,dev_208,London,18309,192.168.1.108,Edge,0
115,dev_237,New York,619,192.168.1.201,Firefox,0
116,dev_338,London,83194,192.168.1.213,Edge,0
117,dev_367,Berlin,50108,192.168.1.216,Firefox,0
118,dev_53,Mumbai,34707,192.168.1.226,Safari,0
119,dev_280,New York,20337,192.168.1.214,Edge,0
120,dev_410,London,81537,192.168.1.131,Chrome,0
121,dev_217,New York,66504,192.168.1.76,Edge,0
122,dev_252,New York,47614,192.168.1.220,Safari,0
123,dev_188,Mumbai,281,192.168.1.30,Chrome,0
124,dev_380,Berlin,27420,192.168.1.218,Chrome,0
125,dev_493,New York,80896,192.168.1.240,Firefox,0
126,dev_41,London,39030,192.168.1.21,Chrome,0
127,dev_157,Toronto,1058,192.168.1.156,Chrome,0
128,dev_15,New York,86213,192.168.1.248,Edge,0
129,dev_301,New York,76260,192.168.1.218,Safari,0
130,dev_65,Mumbai,28404,192.168.1.190,Firefox,0
131,dev_345,Berlin,29856,192.168.1.161,Edge,0
132,dev_327,Toronto,9200,192.168.1.213,Chrome,0
133,dev_9,London,64178,192.168.1.163,Chrome,0
134,dev_344,Toronto,33997,192.168.1.180,Firefox,0
135,dev_129,London,25611,192.168.1.34,Safari,0
136,dev_492,Berlin,41235,192.168.1.41,Firefox,0
137,dev_136,London,35057,192.168.1.51,Edge,0
138,dev_472,Mumbai,1239,192.168.1.175,Firefox,0
139,dev_63,Mumbai,65661,192.168.1.82,Chrome,0
140,dev_139,Mumbai,45272,192.168.1.58,Edge,0
141,dev_499,Mumbai,61212,192.168.1.75,Chrome,0
142,dev_81,Toronto,15398,192.168.1.185,Safari,0
143,dev_392,Berlin,56503,192.168.1.23,Chrome,0
144,dev_163,London,6638,192.168.1.176,Chrome,0
145,dev_419,London,6570,192.168.1.128,Firefox,1
146,dev_289,Mumbai,68785,192.168.1.150,Chrome,0
147,dev_379,Mumbai,9110,192.168.1.17,Edge,0
148,dev_261,New York,79141,192.168.1.69,Edge,0
149,dev_490,Berlin,12115,192.168.1.108,Safari,0
150,dev_231,Toronto,39062,192.168.1.139,Edge,0
151,dev_41,London,22911,192.168.1.94,Firefox,0
152,dev_28,New York,32556,192.168.1.15,Safari,0
153,dev_135,New York,78131,192.168.1.91,Edge,0
154,dev_201,London,1969,192.168.1.163,Firefox,0
155,dev_328,Toronto,43753,192.168.1.33,Edge,0
156,dev_268,New York,82811,192.168.1.212,Edge,0
157,dev_418,New York,4470,192.168.1.125,Chrome,0
158,dev_33,Berlin,10225,192.168.1.16,Edge,0
159,dev_48,Toronto,23196,192.168.1.162,Edge,0
160,dev_407,New York,13669,192.168.1.66,Firefox,0
161,dev_62,Toronto,37380,192.168.1.227,Firefox,0
162,dev_216,London,48320,192.168.1.168,Chrome,0
163,dev_293,Mumbai,47414,192.168.1.248,Edge,0
164,dev_99,New York,15577,192.168.1.156,Chrome,0
165,dev_172,Berlin,55409,192.168.1.47,Edge,0
166,dev_360,London,28625,192.168.1.167,Safari,0
167,dev_214,Toronto,81040,192.168.1.198,Safari,0
168,dev_475,London,24089,192.168.1.201,Chrome,0
169,dev_35,New York,36487,192.168.1.148,Chrome,0
170,dev_449,Toronto,65838,192.168.1.124,Chrome,0
171,dev_227,Mumbai,50138,192.168.1.1,Firefox,0
172,dev_101,London,42823,192.168.1.200,Firefox,0
173,dev_431,New York,37208,192.168.1.247,Firefox,0
174,dev_462,Berlin,54061,192.168.1.87,Chrome,0
175,dev_131,Toronto,30659,192.168.1.128,Edge,0
176,dev_257,London,31890,192.168.1.191,Safari,0
177,dev_5,London,79134,192.168.1.67,Chrome,0
178,dev_218,Mumbai,47055,192.168.1.4,Firefox,0
179,dev_255,Mumbai,19508,192.168.1.186,Firefox,0
180,dev_398,Berlin,42287,192.168.1.153,Chrome,0
181,dev_359,Berlin,78916,192.168.1.47,Chrome,0
182,dev_283,New York,26984,192.168.1.38,Firefox,0
183,dev_393,New York,8125,192.168.1.143,Edge,0
184,dev_207,Berlin,36059,192.168.1.191,Firefox,0
185,dev_15,Berlin,69569,192.168.1.21,Firefox,0
186,dev_346,Toronto,17087,192.168.1.227,Chrome,0
187,dev_42,Mumbai,5704,192.168.1.57,Edge,0
188,dev_380,New York,60576,192.168.1.117,Firefox,0
189,dev_461,Mumbai,73384,192.168.1.181,Firefox,0
190,dev_179,Mumbai,72460,192.168.1.46,Safari,0
191,dev_63,Berlin,27208,192.168.1.244,Chrome,0
192,dev_352,Toronto,85150,192.168.1.142,Safari,0
193,dev_231,London,66024,192.168.1.228,Safari,0
194,dev_241,Toronto,39882,192.168.1.204,Firefox,0
195,dev_52,Toronto,25923,192.168.1.145,Chrome,0
196,dev_96,Mumbai,29165,192.168.1.39,Edge,1
197,dev_388,Toronto,67203,192.168.1.137,Firefox,0
198,dev_222,New York,4114,192.168.1.99,Edge,0
199,dev_485,Mumbai,64965,192.168.1.252,Edge,0
200,dev_407,New York,36321,192.168.1.77,Chrome,0
201,dev_231,London,73297,192.168.1.207,Safari,0
202,dev_237,Mumbai,25426,192.168.1.210,Chrome,1
203,dev_143,London,17772,192.168.1.115,Edge,0
204,dev_171,Mumbai,3712,192.168.1.225,Firefox,0
205,dev_29,Berlin,1367,192.168.1.134,Edge,0
206,dev_36,Toronto,51924,192.168.1.251,Firefox,0
207,dev_13,Berlin,3726,192.168.1.219,Firefox,0
208,dev_160,London,27723,192.168.1.151,Chrome,0
209,dev_327,Toronto,9108,192.168.1.187,Edge,1
210,dev_187,Mumbai,77714,192.168.1.91,Safari,0
211,dev_243,Toronto,35643,192.168.1.98,Edge,0
212,dev_86,New York,31324,192.168.1.120,Edge,0
213,dev_284,Toronto,83360,192.168.1.46,Safari,0
214,dev_66,New York,8927,192.168.1.38,Chrome,0
215,dev_170,Toronto,22443,192.168.1.142,Edge,0
216,dev_45,New York,79973,192.168.1.100,Edge,0
217,dev_62,London,63449,192.168.1.245,Firefox,0
218,dev_441,Berlin,76743,192.168.1.72,Edge,0
219,dev_134,Mumbai,60233,192.168.1.190,Safari,0
220,dev_284,Toronto,25537,192.168.1.35,Firefox,0
221,dev_28,Berlin,77576,192.168.1.147,Chrome,0
222,dev_108,Mumbai,22612,192.168.1.30,Firefox,0
223,dev_44,Mumbai,6471,192.168.1.78,Safari,0
224,dev_340,New York,35631,192.168.1.251,Safari,0
225,dev_286,London,31348,192.168.1.84,Firefox,0
226,dev_446,London,64732,192.168.1.113,Chrome,0
227,dev_331,Berlin,1177,192.168.1.25,Firefox,0
228,dev_128,London,4760,192.168.1.168,Chrome,0
229,dev_348,Toronto,32779,192.168.1.88,Firefox,0
230,dev_473,London,21636,192.168.1.14,Safari,0
231,dev_231,Berlin,81889,192.168.1.154,Edge,0
232,dev_190,London,53551,192.168.1.102,Edge,0
233,dev_225,Toronto,11556,192.168.1.215,Chrome,0
234,dev_385,New York,27598,192.168.1.150,Chrome,0
235,dev_377,Berlin,11563,192.168.1.176,Chrome,0
236,dev_283,New York,46819,192.168.1.249,Safari,0
237,dev_446,New York,73770,192.168.1.83,Firefox,0
238,dev_121,New York,26966,192.168.1.110,Safari,0
239,dev_116,Mumbai,81709,192.168.1.179,Edge,0
240,dev_461,Mumbai,59889,192.168.1.131,Chrome,0
241,dev_233,New York,26987,192.168.1.170,Firefox,0
242,dev_259,Berlin,78714,192.168.1.19,Edge,0
243,dev_359,Toronto,58348,192.168.1.201,Edge,0
244,dev_198,Toronto,24596,192.168.1.28,Edge,1
245,dev_456,London,33174,192.168.1.212,Safari,0
246,dev_411,Berlin,64106,192.168.1.173,Chrome,0
247,dev_137,Mumbai,69967,192.168.1.71,Edge,0
248,dev_318,New York,59182,192.168.1.206,Chrome,0
249,dev_165,London,39310,192.168.1.63,Safari,0
250,dev_225,Toronto,56088,192.168.1.73,Edge,0
251,dev_307,Mumbai,8906,192.168.1.251,Safari,0
252,dev_234,Mumbai,36914,192.168.1.124,Safari,0
253,dev_172,New York,45379,192.168.1.119,Chrome,0
254,dev_152,Toronto,78612,192.168.1.121,Edge,0
255,dev_463,Berlin,37650,192.168.1.252,Safari,0
256,dev_315,Mumbai,46881,192.168.1.19,Edge,0
257,dev_374,New York,46413,192.168.1.175,Chrome,0
258,dev_160,Berlin,6012,192.168.1.244,Safari,0
259,dev_96,Toronto,50115,192.168.1.142,Chrome,0
260,dev_472,Mumbai,7151,192.168.1.120,Edge,1
261,dev_233,Berlin,57716,192.168.1.166,Edge,0
262,dev_180,Berlin,36378,192.168.1.181,Chrome,0
263,dev_113,Berlin,42652,192.168.1.61,Firefox,0
264,dev_318,Mumbai,72430,192.168.1.164,Safari,0
265,dev_497,Mumbai,13467,192.168.1.168,Edge,0
266,dev_442,London,31010,192.168.1.209,Edge,0
267,dev_52,Toronto,54691,192.168.1.30,Safari,0
268,dev_268,New York,64157,192.168.1.9,Chrome,0
269,dev_295,Berlin,12289,192.168.1.64,Chrome,0
270,dev_386,London,44976,192.168.1.161,Chrome,0
271,dev_387,New York,43596,192.168.1.120,Firefox,0
272,dev_113,London,23171,192.168.1.52,Firefox,1
273,dev_101,Mumbai,86365,192.168.1.89,Edge,0
274,dev_113,Berlin,44139,192.168.1.142,Chrome,0
275,dev_440,New York,48713,192.168.1.203,Safari,0
276,dev_81,New York,29734,192.168.1.53,Edge,0
277,dev_187,New York,72588,192.168.1.227,Safari,0
278,dev_113,New York,63646,192.168.1.233,Edge,0
279,dev_2,New York,3654,192.168.1.187,Firefox,0
280,dev_130,London,18743,192.168.1.78,Edge,0
281,dev_220,Berlin,48368,192.168.1.222,Firefox,0
282,dev_54,Mumbai,74172,192.168.1.41,Edge,0
283,dev_343,Mumbai,6441,192.168.1.196,Chrome,0
284,dev_485,Mumbai,24611,192.168.1.251,Safari,0
285,dev_224,Mumbai,12149,192.168.1.68,Chrome,0
286,dev_225,London,59189,192.168.1.220,Edge,0
287,dev_385,Toronto,21675,192.168.1.8,Edge,0
288,dev_403,Berlin,71031,192.168.1.2,Edge,0
289,dev_126,New York,42668,192.168.1.105,Firefox,0
290,dev_130,Toronto,13673,192.168.1.125,Safari,0
291,dev_53,Mumbai,76666,192.168.1.110,Safari,0
292,dev_172,Toronto,80758,192.168.1.86,Edge,0
293,dev_218,Berlin,65429,192.168.1.169,Edge,0
294,dev_160,New York,23669,192.168.1.120,Firefox,0
295,dev_198,New York,34068,192.168.1.127,Chrome,0
296,dev_416,Berlin,9435,192.168.1.183,Chrome,0
297,dev_247,Berlin,52249,192.168.1.16,Safari,0
298,dev_324,Mumbai,37384,192.168.1.221,Firefox,0
299,dev_439,New York,81929,192.168.1.62,Edge,0
300,dev_203,Toronto,76153,192.168.1.113,Safari,0
301,dev_184,London,75388,192.168.1.176,Firefox,0
302,dev_123,London,31401,192.168.1.158,Chrome,1
303,dev_401,Berlin,71831,192.168.1.12,Firefox,1
304,dev_255,Mumbai,34084,192.168.1.35,Chrome,0
305,dev_294,London,55826,192.168.1.11,Firefox,0
306,dev_280,New York,36451,192.168.1.64,Safari,0
307,dev_325,Berlin,7227,192.168.1.238,Chrome,0
308,dev_372,Toronto,31910,192.168.1.50,Safari,0
309,dev_98,Berlin,36041,192.168.1.213,Safari,0
310,dev_198,Toronto,65681,192.168.1.149,Chrome,1
311,dev_470,Berlin,81571,192.168.1.69,Chrome,0
312,dev_395,Berlin,65481,192.168.1.48,Edge,0
313,dev_240,Berlin,68576,192.168.1.20,Edge,0
314,dev_144,Toronto,64174,192.168.1.101,Edge,0
315,dev_97,Toronto,26160,192.168.1.195,Safari,1
316,dev_201,Berlin,17633,192.168.1.172,Safari,0
317,dev_124,London,17014,192.168.1.161,Edge,0
318,dev_187,Mumbai,80532,192.168.1.245,Safari,0
319,dev_326,Mumbai,49104,192.168.1.253,Safari,0
320,dev_464,Mumbai,41621,192.168.1.201,Chrome,0
321,dev_349,Toronto,77231,192.168.1.189,Chrome,0
322,dev_259,Toronto,68388,192.168.1.137,Safari,0
323,dev_148,London,16014,192.168.1.68,Edge,0
324,dev_252,Mumbai,33755,192.168.1.35,Firefox,0
325,dev_443,Mumbai,40390,192.168.1.209,Edge,0
326,dev_420,Berlin,23711,192.168.1.226,Firefox,0
327,dev_403,Toronto,57993,192.168.1.216,Edge,0
328,dev_346,Mumbai,74696,192.168.1.224,Chrome,0
329,dev_451,London,27213,192.168.1.65,Safari,0
330,dev_147,London,57784,192.168.1.8,Safari,0
331,dev_148,Mumbai,7421,192.168.1.45,Chrome,0
332,dev_352,Toronto,17727,192.168.1.87,Firefox,0
333,dev_199,London,4358,192.168.1.175,Firefox,0
334,dev_308,Berlin,65108,192.168.1.168,Firefox,0
335,dev_489,London,32117,192.168.1.76,Chrome,0
336,dev_417,New York,31910,192.168.1.182,Firefox,0
337,dev_424,New York,55754,192.168.1.76,Chrome,0
338,dev_128,Toronto,62438,192.168.1.174,Edge,0
339,dev_39,Mumbai,29371,192.168.1.47,Edge,1
340,dev_338,Toronto,51501,192.168.1.15,Chrome,0
341,dev_360,Toronto,60946,192.168.1.105,Safari,0
342,dev_129,Toronto,38467,192.168.1.147,Edge,0
343,dev_267,Toronto,17625,192.168.1.26,Firefox,0
344,dev_476,Berlin,33893,192.168.1.52,Chrome,0
345,dev_441,Berlin,76329,192.168.1.93,Firefox,0
346,dev_473,London,31007,192.168.1.150,Firefox,1
347,dev_434,New York,39532,192.168.1.232,Safari,1
348,dev_151,Toronto,54253,192.168.1.21,Firefox,0
349,dev_415,London,12323,192.168.1.51,Safari,0
350,dev_478,New York,73379,192.168.1.38,Edge,0
351,dev_298,Mumbai,14210,192.168.1.20,Chrome,1
352,dev_99,Berlin,16456,192.168.1.249,Firefox,1
353,dev_263,New York,31367,192.168.1.157,Chrome,0
354,dev_252,Mumbai,54624,192.168.1.179,Firefox,0
355,dev_144,New York,10106,192.168.1.132,Chrome,0
356,dev_346,Berlin,68008,192.168.1.55,Firefox,0
357,dev_112,Berlin,72240,192.168.1.199,Firefox,0
358,dev_60,London,64315,192.168.1.92,Firefox,0
359,dev_369,Toronto,69249,192.168.1.28,Firefox,0
360,dev_2,New York,70587,192.168.1.4,Firefox,0
361,dev_385,New York,10756,192.168.1.150,Firefox,0
362,dev_304,Mumbai,68011,192.168.1.76,Firefox,1
363,dev_254,Berlin,36378,192.168.1.173,Firefox,0
364,dev_140,New York,4255,192.168.1.67,Firefox,0
365,dev_453,Berlin,14484,192.168.1.86,Chrome,0
366,dev_37,New York,56549,192.168.1.236,Safari,0
367,dev_160,London,34503,192.168.1.194,Firefox,0
368,dev_9,Toronto,73794,192.168.1.216,Safari,0
369,dev_233,New York,45113,192.168.1.162,Firefox,0
370,dev_99,Berlin,74069,192.168.1.91,Firefox,0
371,dev_147,London,5249,192.168.1.183,Chrome,0
372,dev_304,New York,19201,192.168.1.105,Edge,0
373,dev_208,Mumbai,58576,192.168.1.1,Edge,0
374,dev_131,Toronto,9686,192.168.1.72,Chrome,0
375,dev_404,New York,53363,192.168.1.87,Safari,0
376,dev_152,London,661,192.168.1.166,Edge,0
377,dev_54,Mumbai,44843,192.168.1.6,Chrome,0
378,dev_120,London,60963,192.168.1.214,Chrome,0
379,dev_161,London,42828,192.168.1.153,Edge,0
380,dev_408,Mumbai,48604,192.168.1.210,Safari,0
381,dev_116,London,10526,192.168.1.145,Chrome,0
382,dev_75,Mumbai,68910,192.168.1.61,Firefox,0
383,dev_113,New York,25592,192.168.1.12,Safari,0
384,dev_456,Mumbai,28982,192.168.1.6,Safari,1
385,dev_420,Mumbai,207,192.168.1.218,Edge,0
386,dev_422,Toronto,68619,192.168.1.27,Edge,0
387,dev_104,Mumbai,29328,192.168.1.136,Firefox,0
388,dev_340,Mumbai,46479,192.168.1.211,Chrome,0
389,dev_254,New York,20103,192.168.1.124,Edge,0
390,dev_227,Toronto,39891,192.168.1.106,Edge,0
391,dev_112,Berlin,10754,192.168.1.193,Safari,1
392,dev_473,New York,81437,192.168.1.185,Edge,0
393,dev_99,New York,72982,192.168.1.93,Edge,0
394,dev_153,Berlin,55922,192.168.1.109,Edge,0
395,dev_349,Mumbai,48231,192.168.1.241,Edge,0
396,dev_402,London,29301,192.168.1.99,Safari,0
397,dev_384,Toronto,62711,192.168.1.168,Firefox,0
398,dev_366,London,41323,192.168.1.142,Firefox,0
399,dev_338,Berlin,18752,192.168.1.35,Chrome,0
400,dev_194,New York,82205,192.168.1.176,Edge,0
401,dev_310,New York,13395,192.168.1.237,Safari,0
402,dev_163,Toronto,85957,192.168.1.84,Chrome,0
403,dev_208,New York,56273,192.168.1.56,Chrome,0
404,dev_445,New York,4895,192.168.1.177,Firefox,0
405,dev_169,Toronto,76559,192.168.1.141,Safari,0
406,dev_484,Toronto,10699,192.168.1.189,Safari,0
407,dev_161,Berlin,65061,192.168.1.230,Safari,0
408,dev_68,New York,9715,192.168.1.49,Firefox,0
409,dev_289,New York,19169,192.168.1.46,Firefox,0
410,dev_398,Berlin,16163,192.168.1.113,Firefox,1
411,dev_277,Mumbai,5782,192.168.1.190,Firefox,0
412,dev_304,Mumbai,84328,192.168.1.136,Firefox,0
413,dev_404,Mumbai,35585,192.168.1.43,Edge,0
414,dev_384,Berlin,30682,192.168.1.148,Edge,1
415,dev_392,New York,47864,192.168.1.124,Safari,0
416,dev_135,Berlin,84416,192.168.1.97,Chrome,0
417,dev_195,Berlin,55114,192.168.1.90,Safari,0
418,dev_401,Mumbai,38067,192.168.1.39,Chrome,0
419,dev_128,London,42685,192.168.1.85,Firefox,0
420,dev_33,New York,18073,192.168.1.245,Chrome,1
421,dev_176,Mumbai,36035,192.168.1.177,Safari,0
422,dev_460,London,64977,192.168.1.192,Safari,0
423,dev_443,London,83362,192.168.1.62,Chrome,1
424,dev_371,Toronto,65450,192.168.1.106,Edge,0
425,dev_470,New York,10382,192.168.1.107,Firefox,0
426,dev_375,London,4437,192.168.1.54,Firefox,0
427,dev_22,Mumbai,70971,192.168.1.126,Safari,0
428,dev_238,Toronto,64612,192.168.1.233,Edge,0
429,dev_158,New York,61929,192.168.1.9,Chrome,0
430,dev_38,Berlin,12329,192.168.1.88,Firefox,0
431,dev_230,Mumbai,25169,192.168.1.37,Edge,0
432,dev_365,London,34594,192.168.1.49,Firefox,0
433,dev_51,London,76957,192.168.1.41,Edge,0
434,dev_438,Mumbai,60631,192.168.1.17,Edge,1
435,dev_264,London,45033,192.168.1.88,Safari,0
436,dev_283,Toronto,63133,192.168.1.21,Firefox,1
437,dev_27,New York,73165,192.168.1.51,Chrome,0
438,dev_226,Toronto,73861,192.168.1.59,Safari,0
439,dev_277,London,52290,192.168.1.167,Safari,0
440,dev_286,Berlin,31750,192.168.1.183,Chrome,0
441,dev_97,New York,40461,192.168.1.41,Safari,0
442,dev_284,New York,73800,192.168.1.39,Edge,0
443,dev_367,Mumbai,78222,192.168.1.141,Edge,0
444,dev_448,Mumbai,24226,192.168.1.192,Firefox,0
445,dev_481,Berlin,6721,192.168.1.11,Firefox,0
446,dev_453,New York,56154,192.168.1.238,Chrome,0
447,dev_317,Berlin,20609,192.168.1.147,Firefox,0
448,dev_304,Mumbai,52130,192.168.1.139,Edge,0
449,dev_147,Mumbai,72909,192.168.1.77,Chrome,0
450,dev_4,New York,55249,192.168.1.127,Chrome,0
451,dev_35,Toronto,48895,192.168.1.46,Firefox,0
452,dev_192,London,5656,192.168.1.45,Edge,0
453,dev_49,Mumbai,74520,192.168.1.1,Chrome,0
454,dev_17,Mumbai,63740,192.168.1.168,Edge,0
455,dev_172,Toronto,64309,192.168.1.108,Edge,0
456,dev_220,Toronto,29984,192.168.1.19,Edge,0
457,dev_158,Berlin,73822,192.168.1.76,Firefox,0
458,dev_477,Berlin,5901,192.168.1.72,Safari,0
459,dev_46,London,31552,192.168.1.200,Safari,0
460,dev_373,London,31055,192.168.1.189,Chrome,0
461,dev_6,New York,37685,192.168.1.245,Edge,0
462,dev_99,Berlin,73965,192.168.1.109,Firefox,0
463,dev_380,Mumbai,14716,192.168.1.12,Edge,0
464,dev_233,Berlin,11138,192.168.1.189,Edge,0
465,dev_37,Mumbai,35298,192.168.1.240,Firefox,0
466,dev_280,Toronto,51112,192.168.1.161,Safari,0
467,dev_349,Berlin,23429,192.168.1.45,Edge,0
468,dev_497,Toronto,50200,192.168.1.90,Edge,0
469,dev_302,London,71308,192.168.1.103,Safari,0
470,dev_181,London,48244,192.168.1.220,Firefox,0
471,dev_95,New York,17347,192.168.1.250,Chrome,0
472,dev_99,Berlin,16920,192.168.1.197,Safari,0
473,dev_188,Toronto,31822,192.168.1.8,Chrome,0
474,dev_481,Mumbai,46659,192.168.1.153,Chrome,0
475,dev_116,London,40108,192.168.1.91,Safari,0
476,dev_191,London,7967,192.168.1.174,Edge,0
477,dev_253,Mumbai,11871,192.168.1.87,Chrome,0
478,dev_469,Toronto,77452,192.168.1.158,Chrome,0
479,dev_416,Toronto,74270,192.168.1.237,Firefox,0
480,dev_471,Berlin,33613,192.168.1.175,Edge,0
481,dev_161,Berlin,28179,192.168.1.215,Chrome,1
482,dev_256,New York,52188,192.168.1.177,Firefox,0
483,dev_323,London,55099,192.168.1.175,Edge,0
484,dev_128,Berlin,35262,192.168.1.84,Safari,0
485,dev_18,Toronto,78213,192.168.1.82,Safari,0
